Gene,log2FC,pvalue,padj
ENSG00000005893,-0.044523713582543145,0.8384378406479659,
ENSG00000005955,-0.023444937926614173,0.8242348062856808,
ENSG00000005961,0.3333333333333333,0.4226497308103743,
ENSG00000005981,0.0,,
ENSG00000006007,-0.03236135967407083,0.8912946509484266,
ENSG00000006015,-0.16166380731276053,0.388780290413831,
ENSG00000006016,0.0,,
ENSG00000006025,-0.05855216426551113,0.5295133355549474,
ENSG00000006042,0.0,,
ENSG00000006047,0.0,,
ENSG00000006059,0.0,,
ENSG00000006062,0.002686000953565859,0.9761338936819179,
ENSG00000006071,0.0,,
ENSG00000006074,0.0,,
ENSG00000006075,0.3333333333333333,0.4226497308103743,
ENSG00000006114,-0.15938821850495,0.3876411469727831,
ENSG00000006116,0.0,,
ENSG00000006118,0.0,,
ENSG00000006125,0.056207470324920905,0.8308015027353285,
ENSG00000006128,0.0,,
ENSG00000006194,-0.07366313143916337,0.5951981871127957,
ENSG00000006210,0.0,,
ENSG00000006282,0.02167891416384382,0.9453441529699367,
ENSG00000006283,0.0,,
ENSG00000006327,0.0,,
ENSG00000006377,0.0,,
ENSG00000006432,0.17097926523428209,0.4709115586565061,
ENSG00000006451,-0.03976951570217402,0.776578878056138,
ENSG00000006453,-0.20751874963942196,0.18169011381620936,
ENSG00000006459,0.022887111987111908,0.8232576396000384,
ENSG00000006468,0.0,,
ENSG00000006530,0.02845062087518979,0.8126921933270314,
ENSG00000006534,0.19498750024038536,0.4226497308103741,
ENSG00000006555,-0.012502869954692297,0.9428848696631266,
ENSG00000006576,-0.07995855776786076,0.7220614043756599,
ENSG00000006606,0.0,,
ENSG00000006607,-0.05544785590047807,0.8081526325781955,
ENSG00000006611,0.0,,
ENSG00000006625,-0.03949426569436776,0.7584496212073439,
ENSG00000006634,-0.2660865717374872,0.015513861366228005,
ENSG00000006638,0.4795739585136223,0.28587126498173343,
ENSG00000006652,-0.18953276799167718,0.5290416631999761,
ENSG00000006659,0.0,,
ENSG00000006695,-0.07352405434293185,0.4697221121361061,
ENSG00000006704,0.04874687506009634,0.8511627527132343,
ENSG00000006712,-0.20244702453330188,0.21238754425151363,
ENSG00000006715,-0.09217938623097588,0.5395070567561503,
ENSG00000006740,0.08333333333333331,0.8511627527132344,
ENSG00000006744,0.016998281123920655,0.8479717251042092,
ENSG00000006747,-0.75,0.0576688856224373,
ENSG00000006756,-0.16040104196714844,0.6448541145935333,
ENSG00000006757,-0.14082477837578544,0.2668347342866419,
ENSG00000006788,0.0,,
ENSG00000006831,-0.002351632734236553,0.9863125809908003,
ENSG00000006837,0.04248125036057804,0.8495292170597648,
ENSG00000007001,0.0,,
ENSG00000007038,0.0861846429448263,0.9155625169863554,
ENSG00000007047,-0.27420085011787965,0.17770412226530194,
ENSG00000007062,0.0,,
ENSG00000007080,0.05974749925871503,0.6155696582557265,
ENSG00000007129,0.4124841140804607,0.34710998705991203,
ENSG00000007168,0.12654818709684967,0.4496077228543463,
ENSG00000007171,-0.16666666666666669,0.7227877080390915,
ENSG00000007174,0.0,,
ENSG00000007202,-0.13839783155072105,0.43990715776591505,
ENSG00000007216,0.0,,
ENSG00000007237,-0.06632160693498124,0.8633079636177875,
ENSG00000007255,-0.15831095971603393,0.11409577549737253,
ENSG00000007264,0.2811168050973025,0.5851936551725521,
ENSG00000007306,0.0,,
ENSG00000007312,-0.0230164753820139,0.9276167910113635,
ENSG00000007314,0.0,,
ENSG00000007341,-0.0009837959425689213,0.9928154160509545,
ENSG00000007350,0.2909877580274727,0.45859413605652555,
ENSG00000007372,-0.01963122968452291,0.9182090779667578,
ENSG00000007376,-0.09596114902995634,0.4668957022805201,
ENSG00000007384,0.0,,
ENSG00000007392,-0.006987003279756543,0.9524504634582327,
ENSG00000007402,0.032699283281099945,0.9495386415642314,
ENSG00000007516,-0.29628677210320387,0.36504556711774233,
ENSG00000007520,-0.16600203041319972,0.354048732632596,
ENSG00000007541,0.05704720958095422,0.5962597553849046,
ENSG00000007545,-0.0924274051656635,0.6148875390907149,
ENSG00000007866,0.0,,
ENSG00000007908,0.0,,
ENSG00000007923,-0.027597934448876593,0.8269100380761572,
ENSG00000007933,0.0,,
ENSG00000007944,-0.07054954549031933,0.8420453274737244,
ENSG00000007952,0.0,,
ENSG00000007968,0.23879492767422272,0.6780112532980332,
ENSG00000008018,0.0056913785910328585,0.9507303083670615,
ENSG00000008056,0.6666666666666666,0.18350341907227402,
ENSG00000008083,-0.17971500284270014,0.10958886026726174,
ENSG00000008086,0.14624062518028902,0.3910022189557705,
ENSG00000008118,0.0,,
ENSG00000008128,0.4121146894843637,0.1098682940180274,
ENSG00000008130,0.06913126878099796,0.47226967510395185,
ENSG00000008196,0.0,,
ENSG00000008197,0.0,,
ENSG00000008226,-0.24004961884592824,0.1471632604309227,
ENSG00000008256,-0.042198678216532226,0.9189344087153385,
ENSG00000008277,0.3602608408630368,0.07782833063627846,
ENSG00000008282,-0.21296443629325967,0.2967845014124461,
ENSG00000008283,0.051520266485368005,0.9239589893419717,
ENSG00000008294,0.044343450597498446,0.8107459736952186,
ENSG00000008300,-0.003579345432045855,0.9904082705891638,
ENSG00000008311,-0.3914103839502827,0.24276839668797526,
ENSG00000008323,0.3333333333333333,0.4226497308103743,
ENSG00000008324,-0.21116741737631317,0.33493150202293526,
ENSG00000008382,0.10165952527702737,0.6494699611944885,
ENSG00000008394,0.0,,
ENSG00000008405,-0.06986836110355998,0.5989671723818545,
ENSG00000008438,0.0,,
ENSG00000008441,0.2953325599720711,0.2524996382546978,
ENSG00000008513,-0.024816277567471623,0.8862475218998502,
ENSG00000008516,0.31551924827442157,0.32069915137564403,
ENSG00000008517,-0.228093790014551,0.3940463918825476,
ENSG00000008710,-0.16002861191925888,0.3488165588951924,
ENSG00000008735,-0.6666666666666667,0.18350341907227397,
ENSG00000008838,0.1391202988686988,0.33383681292031986,
ENSG00000008853,0.1781114488967508,0.04966874978962578,
ENSG00000008869,0.010087855870765772,0.9079250780564398,
ENSG00000008952,0.011380543667222298,0.9467308011794942,
ENSG00000008988,-0.10983004219297321,0.6544321930222818,
ENSG00000009307,-0.008237671944037572,0.8699842258778471,
ENSG00000009335,-0.13370956207253482,0.4139773039824823,
ENSG00000009413,-0.014151176918176134,0.9395108051604821,
ENSG00000009694,0.07134006683650451,0.6530653945737319,
ENSG00000009709,0.0,,
ENSG00000009724,0.34539127786304347,0.2448748344991695,
ENSG00000009765,0.0,,
ENSG00000009780,0.10544930865063673,0.40456744106403203,
ENSG00000009790,0.19162782580808724,0.1949239293175956,
ENSG00000009830,0.289996213638942,0.03934779506277971,
ENSG00000009844,-0.20818119904721577,0.3515115555074227,
ENSG00000009950,0.3333333333333333,0.4226497308103743,
ENSG00000009954,-0.11751381210574863,0.31642513795594873,
ENSG00000010017,-0.09890884156726987,0.22503971962413455,
ENSG00000010030,-0.388345833092948,0.5857210085138413,
ENSG00000010072,-0.020397880838749938,0.9492626097488078,
ENSG00000010165,0.12263832898821958,0.6739022083206456,
ENSG00000010219,-0.0029369015216658134,0.9842047051639842,
ENSG00000010244,0.24851517533405953,0.21845125837641707,
ENSG00000010256,-0.007151501079966316,0.9606795738766871,
ENSG00000010270,-0.20679306077222304,0.054441729489545995,
ENSG00000010278,0.0,,
ENSG00000010282,0.0,,
ENSG00000010292,0.03540264211909605,0.8610637250915463,
ENSG00000010295,0.023405668982166006,0.6574342348225577,
ENSG00000010310,0.18372847620956323,0.324182730043563,
ENSG00000010318,0.17934715111122124,0.05035758834492513,
ENSG00000010319,-0.7159991473012604,0.1384091282912128,
ENSG00000010322,-0.10018592042454078,0.22200180276817222,
ENSG00000010327,0.6666666666666666,0.18350341907227402,
ENSG00000010361,0.15151892468735229,0.30362004647214647,
ENSG00000010379,0.0,,
ENSG00000010404,0.04043046224609981,0.8127004935802976,
ENSG00000010438,0.0,,
ENSG00000010539,0.10365432558200638,0.7149482015900935,
ENSG00000010610,-0.08648373686564703,0.721576153919738,
ENSG00000010626,0.13058671606032446,0.5129004747745864,
ENSG00000010671,0.3333333333333333,0.4226497308103743,
ENSG00000010704,0.4752291565690241,0.24835483877464232,
ENSG00000010803,-0.015058407054969969,0.8825646214085656,
ENSG00000010810,-0.029945906752242735,0.8592720917667366,
ENSG00000010818,0.032663642655240466,0.9029683811656798,
ENSG00000010932,0.0,,
ENSG00000011007,0.05970376940218891,0.750841192847262,
ENSG00000011009,-0.021767312742985823,0.9075679156238734,
ENSG00000011021,-0.20072675136628515,0.02298909037390857,
ENSG00000011028,0.11156019377793802,0.8094455011140685,
ENSG00000011052,-0.16326494226824106,0.25961412036138515,
ENSG00000011083,0.0,,
ENSG00000011105,0.0,,
ENSG00000011114,0.0398600027100553,0.6863902277602955,
ENSG00000011132,-0.027121706156500558,0.8939451558129423,
ENSG00000011143,-0.06377801283277185,0.6900772057250424,
ENSG00000011198,0.0,,
ENSG00000011201,0.0,,
ENSG00000011243,-0.10015593238408727,0.3250322829150939,
ENSG00000011258,-0.028893718646077815,0.5784984630775251,
ENSG00000011260,-0.0736505268915808,0.5823135649857099,
ENSG00000011275,-0.0988010787795135,0.29271813565505583,
ENSG00000011295,0.004774981840790282,0.9724576162895548,
ENSG00000011304,-0.03334003977564581,0.876037053755368,
ENSG00000011332,0.0,,
ENSG00000011347,0.0,,
ENSG00000011376,-0.18493321337630286,0.21172484205872075,
ENSG00000011405,0.1767795333838036,0.21115311798673272,
ENSG00000011422,0.19498750024038536,0.4226497308103741,
ENSG00000011426,0.08333333333333331,0.8511627527132344,
ENSG00000011451,0.09175275894252177,0.48351080386831796,
ENSG00000011454,-0.19709804943785336,0.17146154899425028,
ENSG00000011465,0.0,,
ENSG00000011478,-0.0018933397083404913,0.9889561038588599,
ENSG00000011485,0.057189395788530994,0.7051071911183692,
ENSG00000011523,0.1944806597387947,0.04299527840362533,
ENSG00000011566,0.11343933201692069,0.41109847712104836,
ENSG00000011590,-0.06290729184695576,0.8864010657137527,
ENSG00000011600,0.5,0.4950253460597111,
ENSG00000011638,-0.009973889994943974,0.9506988268824873,
ENSG00000011677,0.0,,
ENSG00000012048,0.17293229136618504,0.3734797469866547,
ENSG00000012061,-0.07220690961676013,0.4791175336987095,
ENSG00000012124,0.41666666666666663,0.3734797469866549,
ENSG00000012171,-0.33333333333333337,0.42264973081037416,
ENSG00000012174,-0.025942054579970453,0.9222533929367784,
ENSG00000012211,-0.02642749386537835,0.8215600176301777,
ENSG00000012223,0.0,,
ENSG00000012232,0.06485376876955229,0.626719286765481,
ENSG00000012504,0.0,,
ENSG00000012660,0.06240376110270507,0.6653787516299313,
ENSG00000012779,0.21003482971549214,0.6585398316779632,
ENSG00000012817,0.0,,
ENSG00000012822,0.09710935451549663,0.2419056087103086,
ENSG00000012963,0.0576535368557618,0.787219494564141,
ENSG00000012983,-0.015511366841597152,0.8534922316519065,
ENSG00000013016,0.21546555915155707,0.24874889354488122,
ENSG00000013275,0.08474497451630025,0.5846604840218319,
ENSG00000013288,-0.050034577937414504,0.7754301060402176,
ENSG00000013293,0.0,,
ENSG00000013297,0.0,,
ENSG00000013306,0.14478310206437772,0.5406622948073241,
ENSG00000013364,0.04884467534422665,0.7525532892055138,
ENSG00000013374,-0.134614269031486,0.36152864342876073,
ENSG00000013375,0.18669660114016295,0.20484090271224903,
ENSG00000013392,0.10186603511137049,0.5612756073520635,
ENSG00000013441,-0.09931413725769112,0.4576306877292656,
ENSG00000013503,-0.08237536343018093,0.6126173185285706,
ENSG00000013523,0.05093882681530548,0.8247324386721997,
ENSG00000013561,-0.14325871388459177,0.580260180412556,
ENSG00000013563,0.13681038505552223,0.3411443462179706,
ENSG00000013573,1.2277013297470125,0.1007831862084074,
ENSG00000013583,0.4123738821468632,0.07138801490083053,
ENSG00000013588,0.3333333333333333,0.4226497308103743,
ENSG00000013619,-0.44840181532841084,0.26168039339443544,
ENSG00000013725,0.08639338856558965,0.4116576719161754,
ENSG00000013810,-0.1633117243447293,0.43051307579461034,
ENSG00000014123,0.055924046885888146,0.5195330211737748,
ENSG00000014138,-0.0351420807667262,0.7893796772769107,
ENSG00000014164,-0.04791478160489859,0.7906869997863194,
ENSG00000014216,0.10985645212996697,0.6965313655309051,
ENSG00000014257,0.0,,
ENSG00000014641,-0.04494317301105255,0.7452019743824182,
ENSG00000014824,-0.08809657409449478,0.5255270527386353,
ENSG00000014914,0.41666666666666663,0.3734797469866549,
ENSG00000014919,0.1513182032021687,0.5426763174226716,
ENSG00000015133,-0.1816696233590971,0.29963468187239406,
ENSG00000015153,-0.0003009377960321302,0.9955892227057282,
ENSG00000015171,-0.0785416527297711,0.6063644820715643,
ENSG00000015285,-0.054581148337743635,0.6876015502219204,
ENSG00000015413,0.0,,
ENSG00000015475,0.042669544555101524,0.780104024295109,
ENSG00000015479,-0.09086925985487326,0.37183405563075966,
ENSG00000015520,0.0,,
ENSG00000015532,0.006101180539344497,0.9608326822395971,
ENSG00000015568,0.0,,
ENSG00000015592,0.0,,
ENSG00000015676,-0.17703817118974108,0.12630001558287143,
ENSG00000016082,0.0,,
ENSG00000016391,-0.3758145836939114,0.4870943663668373,
ENSG00000016402,0.0,,
ENSG00000016490,0.0,,
ENSG00000016602,0.0,,
ENSG00000016864,-0.00394978253493683,0.9731336954567777,
ENSG00000017260,-0.21056366546502225,0.10588949648112995,
ENSG00000017373,0.0,,
ENSG00000017427,0.0,,
ENSG00000017483,-0.00850070925007973,0.9625151697753224,
ENSG00000017621,0.19498750024038536,0.42264973081037416,
ENSG00000017797,0.07389508715019666,0.8025403658037361,
ENSG00000018189,0.1522292663188134,0.4383405582925982,
ENSG00000018236,0.0,,
ENSG00000018280,0.49093314883353356,0.0496534987937442,
ENSG00000018408,0.0,,
ENSG00000018510,-0.03887997521943287,0.7083861558516764,
ENSG00000018607,0.0,,
ENSG00000018610,0.05420013843350846,0.7673074325240334,
ENSG00000018625,0.0,,
ENSG00000018699,-0.05132848911342425,0.6183095306721258,
ENSG00000018869,-0.20751874963942196,0.18169011381620936,
ENSG00000019102,0.44498750024038536,0.2195226460887025,
ENSG00000019144,-0.053654682481226956,0.7227877080390921,
ENSG00000019169,0.0,,
ENSG00000019186,-0.2295739585136224,0.6457127241696056,
ENSG00000019485,-0.10375937481971098,0.3910022189557704,
ENSG00000019505,0.0,,
ENSG00000019549,0.0,,
ENSG00000019582,0.09880932752725258,0.5782716323843129,
ENSG00000019991,0.0,,
ENSG00000019995,-0.034808005132179964,0.636306924151211,
ENSG00000020129,-0.0520452129999569,0.8401811919161332,
ENSG00000020181,0.0,,
ENSG00000020219,0.0,,
ENSG00000020256,-0.2974178336299822,0.10604584035136633,
ENSG00000020426,-0.2393620903093039,0.18218400086637296,
ENSG00000020577,-0.3679197916065704,0.33269784628703125,
ENSG00000020633,-0.4082646266411425,0.166853447243,
ENSG00000020922,0.02104878185410808,0.8926801856116341,
ENSG00000021300,0.058293655263111255,0.7359207675891475,
ENSG00000021355,0.07348188004786227,0.44826701037393424,
ENSG00000021461,0.0,,
ENSG00000021488,-0.16666666666666669,0.7227877080390915,
ENSG00000021574,-0.15594197041682278,0.2606032966483109,
ENSG00000021645,0.0,,
ENSG00000021762,0.6139424710420123,0.5304887485121754,
ENSG00000021776,-0.03649680884206585,0.6397014456312785,
ENSG00000021826,0.16666666666666663,0.7227877080390916,
ENSG00000021852,0.0,,
ENSG00000022267,0.06596720369188258,0.867524918214574,
ENSG00000022277,-0.07901190558029825,0.6422311179234771,
ENSG00000022355,0.0,,
ENSG00000022556,-0.2585510695069204,0.7710853142359841,
ENSG00000022567,-0.14362172581661703,0.31351993883165863,
ENSG00000022840,-0.1315830830384881,0.2705892585655888,
ENSG00000022976,-0.014757755862144784,0.9192265611892355,
ENSG00000023041,-0.02013440494301033,0.8976913284421806,
ENSG00000023171,-0.00304781367603546,0.994414571421392,
ENSG00000023191,-0.10803856020649505,0.5899316654450054,
ENSG00000023228,0.048752568655042516,0.76989064822531,
ENSG00000023287,-0.10224070267720453,0.2794718044727986,
ENSG00000023318,-0.0703095599917436,0.6634400222167905,
ENSG00000023330,-0.2699987110645625,0.47749404726735745,
ENSG00000023445,0.005531793840935606,0.9753960242594689,
ENSG00000023516,-0.09684600613172467,0.5360523937854266,
ENSG00000023572,-0.03458645827323692,0.8511627527132347,
ENSG00000023608,-0.19989530766151598,0.2692868450079144,
ENSG00000023697,-0.05941835923617145,0.7592217141552166,
ENSG00000023734,-0.09738255663003859,0.44350473358975023,
ENSG00000023839,-0.2709841640142949,0.2105773060743306,
ENSG00000023892,0.04602470979523776,0.6774438010080405,
ENSG00000023902,-0.03118056113324741,0.7859859514136074,
ENSG00000023909,-0.18440228913668832,0.6505589771184445,
ENSG00000024048,-0.031466299002544496,0.5816951959449996,
ENSG00000024422,0.0,,
ENSG00000024526,0.0,,
ENSG00000024862,-0.12721629095686904,0.2997363493288016,
ENSG00000025039,0.15192064430531005,0.22160287775494686,
ENSG00000025156,0.18378781813584943,0.45539915834386013,
ENSG00000025293,-0.05510370871744019,0.2510959841915806,
ENSG00000025423,-0.25,0.3910022189557705,
ENSG00000025434,0.2110687397821649,0.2196588699652414,
ENSG00000025708,-0.4853847166555094,0.21998324708112432,
ENSG00000025770,-0.004399108207181257,0.978923612997188,
ENSG00000025772,-0.12696182363654618,0.4774997259785619,
ENSG00000025796,-0.07861685611620484,0.3818059558583467,
ENSG00000025800,0.0011762882312984502,0.9892341287812532,
ENSG00000026025,0.23828908813054994,0.4076464286997491,
ENSG00000026036,-0.15080218021094938,0.121828912464821,
ENSG00000026103,-0.19953808121253402,0.5933117023585186,
ENSG00000026297,-0.22751723907336352,0.4813964261818395,
ENSG00000026508,0.07391661675387518,0.5801981785025943,
ENSG00000026559,0.0,,
ENSG00000026652,-0.2729679785814225,0.27561143444271147,
ENSG00000026751,-0.5531527345366527,0.624929713665746,
ENSG00000026950,0.028693121950746914,0.873252817231016,
ENSG00000027001,-0.3507949902514653,0.04540134504918811,
ENSG00000027075,-0.1821832212692689,0.21002613362818806,
ENSG00000027644,0.0,,
ENSG00000027697,-0.11172021058007608,0.20897194110011313,
ENSG00000027847,0.010470761331093037,0.8691728672330452,
ENSG00000027869,-0.09944084491484961,0.6729541329609151,
ENSG00000028116,-0.014493743100000511,0.9193735223239398,
ENSG00000028137,-0.06324603856718447,0.8446561091312648,
ENSG00000028203,-0.06174832261073426,0.7073000689536408,
ENSG00000028277,0.21090165057747612,0.3433359173339202,
ENSG00000028310,0.024720739480406095,0.7016528686971345,
ENSG00000028528,0.1694999902429153,0.4425450034736768,
ENSG00000028839,-0.06935248158576135,0.5257376380013512,
ENSG00000029153,0.25,0.3910022189557705,
ENSG00000029363,-0.10654295412531134,0.44571815425134026,
ENSG00000029364,-0.11326814859520606,0.13115949522423587,
ENSG00000029534,-0.4216581317177206,0.6201362832323979,
ENSG00000029559,0.0,,
ENSG00000029639,-0.07210981806813965,0.6812243828872437,
ENSG00000029725,-0.10119931153332562,0.14408681087247788,
ENSG00000029993,0.18872187554086706,0.4955340911482981,
ENSG00000030066,-0.034676439770126244,0.7292522722637894,
ENSG00000030110,-0.13115295154738504,0.60627193626036,
ENSG00000030304,0.0,,
ENSG00000030419,0.15212025842595,0.3779758355818705,
ENSG00000030582,0.22477922604924494,0.4731739985061723,
ENSG00000031003,-0.15401359218217348,0.30054926541482263,
ENSG00000031081,0.06547556940231969,0.7600133219939954,
ENSG00000031544,0.0,,
ENSG00000031691,0.0,,
ENSG00000031698,-0.02744981779083222,0.8295532543483748,
ENSG00000031823,-0.07272115550146019,0.5244533876778975,
ENSG00000032219,-0.019440016201308197,0.5175893811649144,
ENSG00000032389,-0.07671610333886658,0.7256246784146869,
ENSG00000032444,0.022937213977152204,0.8490896147580519,
ENSG00000032742,-0.26661676197173234,0.22957117128931132,
ENSG00000033011,-0.21139368487636467,0.2615314421036074,
ENSG00000033030,0.023165516674310993,0.7663353080763852,
ENSG00000033050,0.02590973514764805,0.9181797900308682,
ENSG00000033100,0.0948651627824697,0.4443636514601522,
ENSG00000033122,0.02042604148637761,0.9698630600727233,
ENSG00000033170,-0.08196413512594791,0.7468311456279983,
ENSG00000033178,0.07127127132094646,0.7379440618799233,
ENSG00000033327,-0.12576256626911642,0.7004609962749242,
ENSG00000033627,0.1572493216396702,0.39469954641996574,
ENSG00000033800,-0.11942927900564282,0.45977378485040366,
ENSG00000033867,0.0982794118311423,0.6002296144176957,
ENSG00000034053,-0.00630936275955829,0.9817344170474723,
ENSG00000034063,0.2110687397821649,0.2196588699652414,
ENSG00000034152,0.01204059863161877,0.9337707862929971,
ENSG00000034239,0.0,,
ENSG00000034510,-0.1844808881514428,0.39832560410387047,
ENSG00000034533,0.11302651888070692,0.5161336394403905,
ENSG00000034677,-0.16389993587803975,0.16262549656488479,
ENSG00000034693,-0.24992509771896465,0.25080822281831183,
ENSG00000034713,0.06907652754445426,0.5285296084342795,
ENSG00000034971,0.0,,
ENSG00000035115,-0.37407608323160435,0.5306996123418317,
ENSG00000035141,0.13172695584851102,0.3214578302040191,
ENSG00000035403,0.03809466188035415,0.9235977399377406,
ENSG00000035499,0.41666666666666663,0.3734797469866549,
ENSG00000035664,-0.8129072918469558,0.11883923229000158,
ENSG00000035681,0.11370817798705612,0.4637527773128404,
ENSG00000035687,-0.19436693930951687,0.3753367370782325,
ENSG00000035720,0.2875508428414828,0.36090841043017147,
ENSG00000035862,-0.3046030006377274,0.3695339191874027,
ENSG00000035928,-0.18737770416844324,0.08225473955004892,
ENSG00000036054,0.05874988028550732,0.7615300557735125,
ENSG00000036257,-0.038604481950370584,0.6472996670476742,
ENSG00000036448,-0.4937343753004817,0.10785309198555128,
ENSG00000036473,0.0,,
ENSG00000036530,0.5,0.18169011381620936,
ENSG00000036549,-0.047762371939020554,0.4916990865480641,
ENSG00000036565,0.0,,
ENSG00000036672,0.02042604148637761,0.9698630600727233,
ENSG00000036828,0.5283208335737187,0.4226497308103741,
ENSG00000037042,0.262885532089554,0.32338351822367173,
ENSG00000037241,-0.19989530766151598,0.2692868450079144,
ENSG00000037280,-0.4474966275825434,0.1870687067575063,
